"","TRANSACTION_DESCRIPTION","TRANSACTION_DATE"
"1439","Jacki Gemelos signed a Training Camp Contract with the Washington Mystics.","2021-01-08"
"1440","Sug Sutton signed a Training Camp Contract with the Washington Mystics.","2021-01-08"
"1441","Stella Johnson signed a Training Camp Contract with the Washington Mystics.","2021-01-08"
"1442","Natisha Hiedeman signed a Training Camp Contract with the Connecticut Sun.","2021-01-07"
"1443","Kiah Gillespie was waived by the Chicago Sky.","2021-01-07"
"1444","The Los Angeles Sparks extended a Reserved qualifying offer to Marianna Tolo.","2021-01-06"
"1445","The Los Angeles Sparks extended a Restricted qualifying offer to Brittney Sykes.","2021-01-06"
"1446","The Phoenix Mercury extended a Restricted qualifying offer to Nia Coffey.","2021-01-06"
"1447","The Phoenix Mercury extended a Reserved qualifying offer to Shey Peddy.","2021-01-06"
"1448","The Phoenix Mercury extended a Reserved qualifying offer to Sonja Petrovic.","2021-01-06"
"1449","The Phoenix Mercury extended a Reserved qualifying offer to Angel Robinson.","2021-01-06"
"1450","The Phoenix Mercury extended a Restricted qualifying offer to Shatori Walker-Kimbrough.","2021-01-06"
"1451","The Phoenix Mercury extended a Reserved qualifying offer to Marta Xargay.","2021-01-06"
"1452","The Los Angeles Sparks extended a Reserved qualifying offer to Te'a Cooper.","2021-01-06"
"1453","The Connecticut Sun extended a Reserved qualifying offer to Beatrice Mompremier.","2021-01-05"
"1454","The Connecticut Sun extended a Restricted qualifying offer to Brionna Jones.","2021-01-05"
"1455","The Seattle Storm extended a Restricted qualifying offer to Sami Whitcomb.","2021-01-05"
"1456","The Washington Mystics extended a Reserved qualifying offer to Sug Sutton.","2021-01-04"
"1457","The Washington Mystics extended a Reserved qualifying offer to Jacki Gemelos.","2021-01-04"
"1458","The Washington Mystics extended a Reserved qualifying offer to Stella Johnson.","2021-01-04"
"1459","The Connecticut Sun extended a Reserved qualifying offer to Natisha Hiedeman.","2021-01-04"
"1460","The Minnesota Lynx extended a Reserved qualifying offer to Bridget Carleton.","2021-01-03"
"1461","The Minnesota Lynx extended a Reserved qualifying offer to Anna Cruz.","2021-01-03"
"1462","The Minnesota Lynx extended a Reserved qualifying offer to Temi Fagbenle.","2021-01-03"
"1463","The New York Liberty exercised their option with Asia (AD) Durr.","2021-01-03"
"1464","The New York Liberty exercised their option with Xu Han.","2021-01-03"
"1465","The New York Liberty extended a Reserved qualifying offer to Joyner Holmes.","2021-01-02"
"1466","The New York Liberty extended a Reserved qualifying offer to Paris Kea.","2021-01-02"
"1467","The New York Liberty extended a Reserved qualifying offer to Nayo Raincock-Ekunwe.","2021-01-02"
"1468","The Atlanta Dream extended a Reserved qualifying offer to Jaylyn Agnew.","2021-01-02"
"1469","The Atlanta Dream extended a Restricted qualifying offer to Blake Dietrick.","2021-01-02"
"1470","The Atlanta Dream extended a Restricted qualifying offer to Kaela Davis.","2021-01-02"
"1471","The Dallas Wings extended a Restricted qualifying offer to Allisha Gray.","2021-01-01"
